,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Region,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
7312,713541033,Existing Customer,39,F,1,College,Single,Less than $40K,Blue,Wales,32,4,2,3,2144.0,1557,587.0,4571.0,85,0.726
7313,771989733,Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,England,26,4,1,2,3664.0,1449,2215.0,4413.0,65,0.395
7314,789698733,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,England,27,5,3,1,4788.0,1088,3700.0,4438.0,78,0.227
7315,787514433,Existing Customer,34,F,3,College,Married,Less than $40K,Blue,England,23,3,3,3,2164.0,1176,988.0,5075.0,71,0.543
7316,811081083,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,England,43,5,4,2,1532.0,1183,349.0,4359.0,78,0.772
7317,717371583,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,England,36,1,3,5,1883.0,400,1483.0,1954.0,45,0.212
7318,715579233,Existing Customer,44,F,3,Doctorate,Single,$40K - $60K,Blue,Scotland,40,4,1,3,3659.0,1356,2303.0,4861.0,74,0.371
7319,781930233,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,Scotland,37,6,1,1,2946.0,2338,608.0,4717.0,70,0.794
7320,716825808,Existing Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,England,36,5,1,0,2697.0,2216,481.0,4063.0,75,0.822
7321,757053408,Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,England,40,3,1,3,3811.0,1970,1841.0,3578.0,76,0.517
7322,788418933,Existing Customer,35,M,2,Graduate,Married,$40K - $60K,Blue,England,27,5,2,3,1613.0,1085,528.0,5000.0,85,0.673
7323,788898933,Existing Customer,42,F,4,College,Married,Less than $40K,Blue,England,27,6,2,1,2043.0,0,2043.0,5198.0,77,0.0
7324,712163433,Attrited Customer,47,M,3,Uneducated,Married,$40K - $60K,Blue,England,29,1,2,4,1684.0,644,1040.0,2164.0,36,0.382
7325,717343833,Existing Customer,47,F,5,Uneducated,Unknown,Unknown,Blue,England,34,4,1,3,3127.0,2094,1033.0,4518.0,86,0.67
7326,820868508,Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,England,43,3,4,1,7106.0,736,6370.0,5192.0,75,0.104
7327,789240258,Existing Customer,50,F,2,Uneducated,Single,$40K - $60K,Blue,England,35,4,3,1,2784.0,2458,326.0,4904.0,81,0.883
7328,716951658,Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,England,38,5,3,1,5536.0,0,5536.0,4281.0,82,0.0
7329,718932633,Existing Customer,45,F,3,College,Married,Less than $40K,Blue,England,35,3,2,2,1717.0,1156,561.0,4301.0,64,0.673
7330,711487533,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,England,38,3,3,2,1438.3,0,1438.3,1687.0,38,0.0
7331,715306983,Attrited Customer,42,M,5,High School,Married,$60K - $80K,Blue,Scotland,36,1,2,3,1866.0,0,1866.0,2833.0,42,0.0
7332,712771233,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,Wales,36,3,4,1,2516.0,1268,1248.0,4461.0,80,0.504
7333,789637308,Attrited Customer,45,F,2,College,Divorced,$40K - $60K,Blue,Wales,39,4,3,4,3076.0,0,3076.0,2580.0,50,0.0
7334,717247383,Existing Customer,48,M,4,Graduate,Single,$40K - $60K,Blue,Northern Ireland,36,5,2,3,7514.0,0,7514.0,4789.0,69,0.0
7335,714842208,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,England,36,6,4,2,2804.0,1782,1022.0,4357.0,69,0.636
7336,794172033,Attrited Customer,58,F,1,Post-Graduate,Divorced,Less than $40K,Blue,England,52,4,1,3,1817.0,0,1817.0,2347.0,45,0.0
7337,713592408,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,England,28,3,3,2,2590.0,0,2590.0,3391.0,66,0.0
7338,709314408,Existing Customer,39,F,2,College,Single,$40K - $60K,Blue,England,29,5,3,1,4938.0,1593,3345.0,4516.0,82,0.323
7339,715957233,Existing Customer,53,M,3,College,Single,$60K - $80K,Blue,England,36,5,1,1,19940.0,2018,17922.0,4694.0,75,0.101
7340,719414658,Existing Customer,52,F,0,Graduate,Single,Unknown,Blue,England,36,3,4,1,12366.0,0,12366.0,4880.0,76,0.0
7341,719632683,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,England,30,6,3,3,4557.0,2235,348.0,4500.0,83,0.865
7342,708136908,Existing Customer,62,F,0,Graduate,Single,Less than $40K,Blue,England,53,5,2,2,2616.0,801,1815.0,4655.0,68,0.306
7343,721393083,Existing Customer,52,F,3,Unknown,Single,$40K - $60K,Blue,England,45,5,3,1,6053.0,577,5476.0,5035.0,64,0.095
7344,714520233,Attrited Customer,59,F,0,Graduate,Married,Less than $40K,Blue,England,36,2,3,2,1708.0,0,1708.0,1992.0,38,0.0
7345,709455108,Existing Customer,49,F,4,Unknown,Married,Less than $40K,Blue,England,33,3,2,1,2393.0,1667,726.0,3768.0,79,0.697
7346,767058183,Existing Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,England,46,5,4,3,3424.0,1333,2091.0,4485.0,61,0.389
7347,770800683,Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,England,35,3,3,3,2640.0,2133,507.0,4956.0,72,0.808
7348,779651058,Existing Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,England,42,6,2,2,1931.0,1409,522.0,4797.0,65,0.73
7349,710443833,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,Scotland,38,4,4,2,2123.0,995,1128.0,4516.0,78,0.469
7350,717725433,Attrited Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,Scotland,44,3,4,2,1606.0,0,1606.0,2258.0,37,0.0
7351,720600858,Existing Customer,41,M,4,Graduate,Married,$60K - $80K,Blue,Scotland,26,5,2,2,5633.0,1395,4238.0,3695.0,75,0.248
7352,717797658,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,Scotland,45,6,2,2,1438.3,740,698.3,4970.0,87,0.514
7353,779458383,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,Scotland,32,6,2,3,2590.0,2087,503.0,4248.0,73,0.806
7354,788767983,Existing Customer,43,M,5,Unknown,Single,$60K - $80K,Blue,Scotland,24,3,1,3,4556.0,0,4556.0,4273.0,82,0.0
7355,711994458,Existing Customer,47,F,4,High School,Married,Unknown,Blue,Wales,39,6,4,0,1537.0,0,1537.0,4234.0,75,0.0
7356,713948808,Existing Customer,55,M,3,High School,Single,$60K - $80K,Blue,Wales,47,3,2,2,1602.0,962,640.0,4873.0,97,0.6
7357,710456658,Existing Customer,50,F,4,Graduate,Married,Less than $40K,Blue,Wales,31,4,2,1,2080.0,1799,281.0,5130.0,82,0.865
7358,771531708,Existing Customer,46,F,2,Unknown,Single,Unknown,Blue,England,34,6,3,1,7565.0,887,6678.0,4683.0,87,0.117
7359,713546883,Existing Customer,47,M,2,Graduate,Divorced,$60K - $80K,Blue,England,29,5,2,3,4786.0,1553,3233.0,5039.0,76,0.324
7360,711447783,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,England,38,4,2,3,2375.0,1353,1022.0,5000.0,76,0.57
7361,713746608,Existing Customer,48,F,2,High School,Married,Unknown,Blue,England,37,3,2,2,8446.0,908,7538.0,4240.0,67,0.108
7362,718020408,Existing Customer,60,F,1,Graduate,Married,Less than $40K,Blue,England,36,3,4,3,1977.0,545,1432.0,4393.0,72,0.276
7363,719475633,Existing Customer,42,M,3,Post-Graduate,Married,$80K - $120K,Blue,England,30,6,2,3,13908.0,0,13908.0,4319.0,81,0.0
7364,719654283,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,Scotland,42,3,3,2,19220.0,0,19220.0,4642.0,81,0.0
7365,720114633,Existing Customer,44,F,5,High School,Single,Less than $40K,Blue,Scotland,30,3,3,1,2709.0,1726,983.0,5056.0,89,0.637
7366,816315558,Existing Customer,38,M,1,High School,Single,$60K - $80K,Blue,Scotland,33,5,4,1,1503.0,879,624.0,4439.0,77,0.585
7367,712567083,Existing Customer,51,M,1,High School,Married,$80K - $120K,Blue,Scotland,36,5,2,2,9186.0,0,9186.0,4986.0,88,0.0
7368,711302883,Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,Wales,46,3,2,2,2165.0,1392,773.0,4194.0,72,0.643
7369,719775408,Existing Customer,41,F,4,High School,Single,Unknown,Blue,Wales,36,4,2,3,1438.3,0,1438.3,5020.0,85,0.0
7370,712070208,Existing Customer,61,F,1,College,Single,Unknown,Blue,Wales,50,4,4,1,6673.0,2458,4215.0,4141.0,82,0.368
7371,718641483,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,England,42,3,1,1,2404.0,1109,1295.0,4519.0,72,0.461
7372,710690733,Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Blue,England,35,4,3,2,1666.0,0,1666.0,2816.0,38,0.0
7373,718441308,Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,England,31,3,1,3,8228.0,1935,6293.0,4933.0,68,0.235
7374,772243833,Existing Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,England,43,4,1,3,3186.0,968,2218.0,4077.0,75,0.304
7375,711992133,Existing Customer,53,F,1,Uneducated,Married,Less than $40K,Blue,England,41,4,2,2,2596.0,868,1728.0,4801.0,72,0.334
7376,779084208,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,England,24,4,2,2,1662.0,613,1049.0,2326.0,31,0.369
7377,715304958,Attrited Customer,42,F,3,Graduate,Single,Less than $40K,Blue,England,27,6,2,2,2053.0,0,2053.0,3053.0,50,0.0
7378,713179083,Existing Customer,32,F,2,Uneducated,Single,Unknown,Blue,England,25,3,2,1,3193.0,1533,1660.0,4419.0,75,0.48
7379,709836258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,Scotland,41,5,1,2,1927.0,1337,590.0,5127.0,81,0.694
7380,715950483,Attrited Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,Scotland,27,3,3,3,2821.0,725,2096.0,2397.0,35,0.257
7381,798281808,Existing Customer,48,M,4,High School,Married,$60K - $80K,Blue,Wales,42,5,4,3,3879.0,1214,2665.0,5158.0,79,0.313
7382,720414558,Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,Wales,36,6,2,1,1971.0,922,1049.0,4827.0,84,0.468
7383,713509908,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,Northern Ireland,35,3,1,1,1755.0,1058,697.0,4719.0,90,0.603
7384,711919608,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,England,36,4,3,2,2031.0,1720,311.0,2702.0,32,0.847
7385,709993158,Existing Customer,21,F,2,Graduate,Married,Less than $40K,Blue,England,31,5,2,0,2330.0,1584,746.0,3917.0,71,0.68
7386,767815233,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,England,40,6,4,2,1438.3,0,1438.3,4283.0,88,0.0
7387,717624708,Attrited Customer,59,M,2,High School,Divorced,Less than $40K,Blue,England,51,6,5,3,1438.3,0,1438.3,2589.0,49,0.0
7388,720015183,Existing Customer,60,M,1,Graduate,Married,$120K +,Blue,England,46,6,3,1,5130.0,2048,3082.0,4601.0,88,0.399
7389,778236858,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,England,42,4,1,1,11794.0,1018,10776.0,5547.0,87,0.086
7390,789095958,Attrited Customer,50,M,1,Unknown,Single,$60K - $80K,Blue,England,38,4,3,3,7603.0,744,6859.0,2497.0,42,0.098
7391,713736333,Attrited Customer,41,F,3,Uneducated,Married,$40K - $60K,Blue,England,36,1,3,4,3606.0,0,3606.0,1829.0,41,0.0
7392,717836733,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,England,36,6,2,1,5153.0,1378,3775.0,4274.0,81,0.267
7393,712619808,Existing Customer,47,F,3,College,Single,Less than $40K,Blue,England,36,3,2,1,2500.0,1169,1331.0,4265.0,87,0.468
7394,712221408,Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,England,33,5,3,2,2654.0,1489,1165.0,4767.0,82,0.561
7395,714213708,Attrited Customer,35,F,3,College,Single,Less than $40K,Blue,England,25,4,3,2,3611.0,2517,1094.0,2178.0,45,0.697
7396,720289533,Existing Customer,47,F,4,Unknown,Married,Unknown,Blue,England,42,5,2,3,1882.0,1143,739.0,4536.0,85,0.607
7397,709469658,Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,England,36,3,1,2,7421.0,0,7421.0,4353.0,75,0.0
7398,772323033,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,England,33,3,2,2,4606.0,1556,3050.0,4363.0,78,0.338
7399,742572558,Existing Customer,32,F,0,High School,Divorced,Unknown,Blue,England,25,5,3,1,12268.0,1165,11103.0,4905.0,82,0.095
7400,718848183,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,England,42,6,1,1,9873.0,1276,8597.0,4613.0,82,0.129
7401,719034183,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,England,38,5,1,3,1555.0,1366,189.0,5490.0,86,0.878
7402,720142308,Attrited Customer,52,F,2,Graduate,Married,Less than $40K,Blue,England,36,5,3,4,2160.0,0,2160.0,2360.0,56,0.0
7403,771872733,Existing Customer,38,M,0,Unknown,Married,$60K - $80K,Blue,England,26,5,2,1,3809.0,1521,2288.0,4666.0,69,0.399
7404,718816158,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,England,33,3,3,3,5362.0,1984,3378.0,3851.0,87,0.37
7405,720003558,Existing Customer,43,F,1,Graduate,Unknown,Less than $40K,Blue,England,32,4,4,3,1834.0,1416,418.0,5653.0,79,0.772
7406,818993508,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,England,47,4,4,2,2577.0,879,1698.0,5021.0,75,0.341
7407,715672458,Existing Customer,47,M,5,Graduate,Single,$60K - $80K,Blue,England,36,6,3,2,2721.0,1264,1457.0,4557.0,71,0.465
7408,789820308,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,England,40,3,2,2,2925.0,2065,860.0,3913.0,47,0.706
7409,819688458,Attrited Customer,44,F,5,Graduate,Unknown,Less than $40K,Blue,England,39,6,3,2,1545.0,0,1545.0,2646.0,39,0.0
7410,710785383,Attrited Customer,49,F,2,Graduate,Married,Less than $40K,Blue,England,39,3,3,1,2212.0,0,2212.0,2394.0,55,0.0
7411,712837233,Existing Customer,46,M,2,High School,Single,$120K +,Blue,England,36,3,1,3,13001.0,1482,11519.0,3671.0,55,0.114
7412,713597658,Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,Scotland,22,3,3,1,2784.0,2378,406.0,2021.0,57,0.854
7413,713953383,Attrited Customer,50,M,1,Post-Graduate,Single,$60K - $80K,Blue,Scotland,36,4,3,2,2317.0,0,2317.0,2214.0,41,0.0
7414,716891583,Existing Customer,41,F,3,High School,Unknown,Less than $40K,Blue,Scotland,36,5,2,0,1867.0,970,897.0,4537.0,60,0.52
7415,716510658,Attrited Customer,50,F,0,Doctorate,Single,Less than $40K,Blue,Scotland,38,4,3,3,2595.0,2353,242.0,2526.0,41,0.907
7416,708125733,Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,Scotland,36,4,3,1,1438.3,0,1438.3,4311.0,77,0.0
7417,716484333,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,Scotland,40,6,1,2,1696.0,1177,519.0,4410.0,84,0.694
7418,708519108,Attrited Customer,46,F,1,Graduate,Married,Unknown,Blue,Scotland,24,3,3,2,2694.0,1576,1118.0,2041.0,57,0.585
7419,719740008,Attrited Customer,51,F,4,High School,Married,Less than $40K,Blue,Scotland,41,3,3,4,2791.0,940,1851.0,2584.0,49,0.337
7420,717087858,Existing Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,Scotland,36,3,3,1,2146.0,967,1179.0,4253.0,74,0.451
7421,711605208,Attrited Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,Wales,43,3,3,5,1438.3,0,1438.3,1958.0,47,0.0
7422,714882258,Existing Customer,38,F,2,College,Married,Unknown,Blue,Wales,36,6,1,2,1438.3,730,708.3,4583.0,67,0.508
7423,792300858,Existing Customer,44,F,3,Graduate,Divorced,$40K - $60K,Blue,Wales,38,3,2,2,4269.0,1852,2417.0,4178.0,75,0.434
7424,766550808,Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,Wales,38,3,6,1,4195.0,2440,1755.0,4430.0,72,0.582
7425,718941183,Existing Customer,48,F,1,College,Married,Less than $40K,Blue,Wales,38,5,2,2,1832.0,748,1084.0,4376.0,87,0.408
7426,708516558,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,Wales,36,3,2,1,2588.0,1782,806.0,4159.0,83,0.689
7427,709350783,Existing Customer,63,F,0,Unknown,Single,Less than $40K,Blue,Wales,36,6,1,1,4847.0,1856,2991.0,4712.0,76,0.383
7428,771230508,Existing Customer,46,F,4,College,Married,$40K - $60K,Blue,Northern Ireland,33,4,1,1,2423.0,429,1994.0,4717.0,80,0.177
7429,710978058,Existing Customer,50,F,0,Uneducated,Single,$40K - $60K,Blue,England,41,6,2,3,7507.0,1697,5810.0,4651.0,71,0.226
7430,713405133,Existing Customer,51,M,2,College,Married,$120K +,Blue,England,43,5,2,3,5232.0,1923,3309.0,4976.0,93,0.368
7431,710723958,Existing Customer,43,F,3,Uneducated,Single,Unknown,Blue,England,32,5,1,1,1438.3,491,947.3,5016.0,86,0.341
7432,823840458,Existing Customer,47,F,1,High School,Married,Unknown,Blue,England,43,4,2,2,1828.0,1517,311.0,4542.0,82,0.83
7433,791754258,Existing Customer,49,F,5,Graduate,Married,Unknown,Blue,England,43,4,3,2,2557.0,2351,206.0,4342.0,73,0.919
7434,789472833,Existing Customer,42,F,2,College,Divorced,Less than $40K,Blue,England,33,3,3,1,2283.0,1690,593.0,4377.0,64,0.74
7435,711099408,Existing Customer,35,F,4,High School,Single,Less than $40K,Blue,England,25,5,2,3,2684.0,1658,1026.0,4657.0,76,0.618
7436,745853283,Existing Customer,38,F,1,Graduate,Married,Unknown,Blue,England,31,3,1,3,7234.0,0,7234.0,5198.0,75,0.0
7437,717790233,Existing Customer,37,F,2,College,Single,$40K - $60K,Blue,Scotland,26,3,2,3,1438.3,743,695.3,4730.0,80,0.517
7438,818791833,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,Scotland,37,4,2,1,2730.0,1303,1427.0,4750.0,76,0.477
7439,714981483,Existing Customer,50,F,3,High School,Married,Unknown,Blue,Scotland,38,4,2,1,2808.0,1720,1088.0,5137.0,81,0.613
7440,719373558,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,Scotland,36,6,1,1,6275.0,0,6275.0,4308.0,75,0.0
7441,823609383,Existing Customer,43,F,4,College,Unknown,$40K - $60K,Blue,Scotland,39,4,1,3,1438.3,0,1438.3,4528.0,83,0.0
7442,714408933,Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,Wales,36,4,2,2,10834.0,0,10834.0,2249.0,51,0.0
7443,713661933,Existing Customer,44,F,1,College,Married,Less than $40K,Blue,Wales,33,5,1,3,1522.0,0,1522.0,4835.0,70,0.0
7444,716218908,Existing Customer,48,F,4,Doctorate,Single,Unknown,Blue,Wales,39,6,1,1,2845.0,919,1926.0,2635.0,43,0.323
7445,818710233,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,Wales,36,6,2,3,2329.0,1271,1058.0,4382.0,70,0.546
7446,719463708,Existing Customer,47,F,1,Uneducated,Single,$40K - $60K,Blue,Wales,34,5,1,3,2099.0,1164,935.0,4471.0,80,0.555
7447,817958733,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,England,37,6,1,1,5099.0,958,4141.0,4025.0,73,0.188
7448,708397008,Existing Customer,54,F,4,Graduate,Married,Unknown,Blue,England,43,3,2,3,3805.0,821,2984.0,4326.0,67,0.216
7449,720547533,Existing Customer,47,F,2,High School,Married,Unknown,Blue,England,32,3,2,1,11438.0,0,11438.0,4346.0,90,0.0
7450,708780783,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,England,33,4,3,3,2434.0,1169,1265.0,4739.0,76,0.48
7451,758178558,Existing Customer,44,F,3,Graduate,Single,Unknown,Blue,England,37,3,2,1,4703.0,1555,3148.0,4127.0,89,0.331
7452,716237508,Existing Customer,44,F,5,High School,Married,Unknown,Blue,Scotland,36,4,3,2,5254.0,2507,2747.0,4501.0,64,0.477
7453,714735033,Existing Customer,45,F,5,Doctorate,Married,Less than $40K,Blue,Scotland,34,4,2,2,1438.3,491,947.3,4376.0,84,0.341
7454,709726158,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,Scotland,26,5,3,0,2206.0,1110,1096.0,5196.0,92,0.503
7455,770909433,Existing Customer,50,F,2,College,Married,$40K - $60K,Blue,Wales,37,6,2,1,3600.0,1904,1696.0,4946.0,75,0.529
7456,822121608,Existing Customer,46,M,2,High School,Unknown,$60K - $80K,Blue,Northern Ireland,42,3,3,2,7116.0,693,6423.0,4759.0,81,0.097
7457,717278808,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,England,28,4,2,1,1788.0,0,1788.0,3511.0,56,0.0
7458,712640583,Existing Customer,60,F,0,Doctorate,Married,Unknown,Blue,England,51,4,1,3,7508.0,2148,5360.0,4950.0,70,0.286
7459,716099958,Attrited Customer,39,F,5,Unknown,Married,$40K - $60K,Blue,England,31,3,3,6,3333.0,1867,1466.0,3348.0,50,0.56
7460,788772708,Existing Customer,50,F,2,Graduate,Married,Unknown,Blue,England,31,5,1,3,13745.0,0,13745.0,4432.0,61,0.0
7461,712795833,Attrited Customer,34,F,4,Graduate,Married,Less than $40K,Blue,England,36,2,2,4,5021.0,2517,2504.0,2270.0,40,0.501
7462,718892283,Existing Customer,43,M,2,Graduate,Married,$40K - $60K,Blue,England,34,3,2,1,4396.0,0,4396.0,4771.0,78,0.0
7463,720294258,Existing Customer,40,M,4,Graduate,Single,Less than $40K,Blue,England,30,4,2,2,2558.0,0,2558.0,4635.0,82,0.0
7464,721181883,Existing Customer,30,F,0,College,Single,Unknown,Blue,England,18,4,2,3,9641.0,0,9641.0,4710.0,75,0.0
7465,712098033,Existing Customer,38,F,1,Uneducated,Married,Unknown,Blue,England,36,3,3,1,12621.0,912,11709.0,4945.0,78,0.072
7466,712593933,Attrited Customer,40,M,3,Doctorate,Married,$40K - $60K,Blue,England,36,3,3,4,2313.0,0,2313.0,2249.0,42,0.0
7467,711343233,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,England,36,3,1,3,1438.3,1183,255.3,4551.0,65,0.822
7468,712394283,Existing Customer,44,F,4,Graduate,Divorced,Less than $40K,Blue,England,30,4,3,2,1791.0,1314,477.0,5109.0,79,0.734
7469,790021233,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,England,44,3,3,2,2300.0,1598,702.0,4287.0,84,0.695
7470,711890808,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,England,36,4,2,2,2526.0,2048,478.0,4267.0,72,0.811
7471,714164808,Attrited Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,England,33,4,3,2,2918.0,0,2918.0,2056.0,54,0.0
7472,825850383,Existing Customer,53,F,2,Graduate,Single,Unknown,Blue,Scotland,49,4,2,3,6074.0,0,6074.0,4303.0,77,0.0
7473,789533133,Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,Scotland,37,5,1,2,4995.0,1766,3229.0,4389.0,82,0.354
7474,779523258,Existing Customer,34,M,2,Graduate,Married,$40K - $60K,Blue,Scotland,36,6,2,1,3323.0,1062,2261.0,4610.0,78,0.32
7475,719617758,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,Scotland,48,3,1,3,2464.0,1794,670.0,4610.0,76,0.728
7476,779858058,Existing Customer,34,F,2,Graduate,Unknown,Less than $40K,Blue,Scotland,18,4,1,3,2730.0,0,2730.0,4530.0,72,0.0
7477,710423358,Existing Customer,35,F,1,College,Unknown,Unknown,Blue,Scotland,29,4,3,3,1438.3,966,472.3,5249.0,81,0.672
7478,710500983,Attrited Customer,43,M,2,College,Single,$80K - $120K,Blue,Wales,34,2,4,3,4617.0,1035,3582.0,1779.0,35,0.224
7479,711851583,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,Wales,42,6,2,1,8220.0,1015,7205.0,4794.0,77,0.123
7480,779405133,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,Wales,29,4,3,1,5716.0,623,5093.0,4387.0,79,0.109
7481,719410083,Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,Wales,36,4,3,0,1635.0,1220,415.0,4807.0,56,0.746
7482,796196733,Existing Customer,52,F,2,Unknown,Single,$40K - $60K,Blue,Wales,46,4,2,3,4259.0,0,4259.0,4389.0,80,0.0
7483,711904008,Attrited Customer,40,M,4,High School,Married,$60K - $80K,Blue,Wales,36,4,3,5,5869.0,0,5869.0,2203.0,41,0.0
7484,717666783,Attrited Customer,56,F,3,College,Single,Less than $40K,Blue,Wales,46,1,3,3,2272.0,1350,922.0,2354.0,49,0.594
7485,719911458,Existing Customer,49,F,5,High School,Married,Less than $40K,Blue,Northern Ireland,36,4,2,3,2598.0,1848,750.0,4396.0,78,0.711
7486,787506558,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,England,38,4,1,1,10762.0,703,10059.0,4509.0,71,0.065
7487,719046558,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,England,36,6,3,3,1982.0,1751,231.0,4313.0,62,0.883
7488,708291633,Existing Customer,33,F,2,Doctorate,Unknown,Unknown,Blue,England,21,3,3,3,4651.0,2499,2152.0,5097.0,79,0.537
7489,720731808,Attrited Customer,52,F,3,Graduate,Single,Less than $40K,Blue,Scotland,38,2,3,4,2437.0,0,2437.0,3068.0,53,0.0
7490,745124658,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,Scotland,35,5,2,1,2563.0,1579,984.0,4838.0,70,0.616
7491,789907533,Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,Scotland,40,4,2,3,4576.0,193,4383.0,3100.0,54,0.042
7492,716466483,Existing Customer,44,F,3,Uneducated,Single,$40K - $60K,Blue,Wales,34,3,3,3,2245.0,1342,903.0,4624.0,87,0.598
7493,715919283,Attrited Customer,39,F,4,College,Single,$40K - $60K,Blue,Wales,36,3,2,3,1776.0,0,1776.0,2201.0,31,0.0
7494,756736008,Existing Customer,45,F,2,Post-Graduate,Married,Less than $40K,Blue,England,38,3,2,3,2911.0,1471,1440.0,4450.0,62,0.505
7495,772857558,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Blue,England,30,4,2,3,2257.0,896,1361.0,4618.0,94,0.397
7496,709246683,Existing Customer,62,M,1,Unknown,Single,Unknown,Blue,England,36,5,1,1,18457.0,2248,16209.0,3603.0,69,0.122
7497,714559458,Attrited Customer,46,M,4,College,Married,$60K - $80K,Blue,England,36,4,2,1,1681.0,0,1681.0,1953.0,48,0.0
7498,778405458,Existing Customer,52,F,2,High School,Single,Unknown,Blue,England,32,6,1,3,1461.0,0,1461.0,4633.0,80,0.0
7499,772150983,Attrited Customer,48,F,3,High School,Unknown,Less than $40K,Blue,England,37,4,2,1,2363.0,978,1385.0,2635.0,40,0.414
